voiceID,duration,meanF0Hz,stdevF0Hz,HNR,IQR,sd,sfm,Q25,sp.ent,mode,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,JitterPCA,ShimmerPCA,pF,fdisp,avgFormant,mff
../audio/common_voice_en_18534851.mp3,1.6534166666666668,222.0141075551061,51.31895780223406,16.829330144462162,2.5909459454608594,2.3572056057083164,0.00014432707917946374,0.5611220170532105,-2756.4616249701603,0.2578125,0.011880386148194564,5.358642605961346e-05,0.005724871552376637,0.006052314999947732,0.01717461465712991,0.09823476242477919,0.8796162792597977,0.029532820374371244,0.03856581756349183,0.0822566424246963,0.08859846112311373,420.05342154442144,1010.373773405344,2475.50987254218,3696.0176834453446,279.80654683128614,864.572128900073,2733.839434692456,3663.251888228476,-3.3270861295609855,0.0953700242005572,,1127.8151137990633,1885.367499663073,1247.5981503117273
../audio/common_voice_en_19721473.mp3,3.6589583333333335,197.90026381672538,36.01109473935635,12.566394872222943,1.4569079767205428,1.5339107241707086,0.0001685364129178413,0.6013285201466968,-1791.1648350076541,0.2109375,0.014458740465676473,7.360629869052977e-05,0.0075539068514499695,0.007761952861042262,0.02266172055434991,0.1090620868866543,1.053147967763945,0.03616512616805185,0.04667901750451882,0.09958144831112552,0.10849537850415555,509.0934252955819,1493.8265420381667,2126.9305474840135,3061.3890528656584,469.6031785696363,1255.784878523451,2036.851712024017,2891.06376444012,-1.8106837746519053,0.15676034117367826,,807.1535286234945,1663.325883389306,1365.1043167011685
../audio/common_voice_en_19065733.mp3,4.512229166666667,205.21173891329184,38.502619374952125,11.249075130094742,3.7950209841535694,2.0178904670683986,9.997598900931946e-05,0.7557224844521793,-1614.028249357486,0.2109375,0.01914458723801507,9.347859042476319e-05,0.008073747671123968,0.008430802357430236,0.024221243013371904,0.12265589600356541,1.1458126416174819,0.049769570043505594,0.05975592521125384,0.11165654114845838,0.14930871013051678,504.37270789501684,1503.906438722597,2171.456364503073,3316.5110349319334,458.1832425017985,1761.7745143516684,2335.2935408237513,3191.5271655583583,-0.2828576345098078,-0.24151189027452957,,911.1146410188534,1936.694615808894,1566.1465099508923
../audio/common_voice_en_19703218.mp3,3.5309583333333334,224.59404039588614,33.97466245307553,15.751549226075381,1.6262454593418125,1.7666065305503416,0.0008159448911958356,0.7862591170045381,-1287.487542821959,0.2578125,0.009757405967878705,4.3494616409529695e-05,0.003889372219751384,0.004346352468216556,0.011668116659254152,0.10032286085024439,1.0177056338328068,0.04074743571259814,0.05060819902309322,0.07751712210605999,0.12224230713779441,507.8587910880474,1748.8508767758324,2476.726234969734,3658.1375242600884,472.4186496089764,1665.4596747629662,2618.2818675453163,3883.6653801175444,-3.129439578379654,-1.2977437260309985,,1137.082243502856,2159.9563930087006,1681.8212647295247
../audio/common_voice_en_19647089.mp3,2.5921458333333334,214.07075058137838,35.974474678261,10.61050429743332,3.511184341652035,2.139403511720326,0.00013857291292137817,1.2877106685221242,-1704.5883664215066,0.2109375,0.022344574359419642,0.00010329275700413821,0.011793766581750822,0.009674806309672719,0.03538129974525246,0.10621611725051613,1.0625111205923345,0.04567622879531297,0.05053831868304534,0.0739715808538616,0.1370286863859389,559.6871602067167,1720.4761298851759,2372.9490562717924,3472.616575540339,533.899873712609,1715.7663310766368,2423.1478318733625,3270.0847780913414,-0.08771099799550308,1.6860784646956353,,912.0616347929108,1985.7247036884874,1641.3992115986293
../audio/common_voice_en_20021572.mp3,5.322875,193.96092892828787,53.20847885372161,11.244293859752352,3.189809476283786,3.324928072368801,0.0009393807733680253,0.6565614729032146,-1029.1593863527194,0.2109375,0.02189042339365353,0.00011227008560423797,0.010757406383801928,0.009843538445017558,0.03227221915140578,0.10879098114619701,1.0859123460318514,0.038421651166886464,0.053019580690258375,0.08812306123487484,0.11526495350065939,454.2152752570709,1160.2928830480462,2050.9789837895387,3003.2074632914614,460.73071080571185,1006.3143285976048,1873.8843908723347,3188.492169601231,-0.3766115731027461,1.506263474691918,,909.2538195985065,1632.3553999692208,1290.111485626155
../audio/common_voice_en_19612993.mp3,1.5895208333333333,205.18865540693247,37.51399572014679,16.536976691994063,1.41072531844636,1.7031968894509384,0.0010469955605146867,0.7398504623638953,-2143.919698660854,0.1875,0.01946035016535199,9.542326721036508e-05,0.009290147994477001,0.00987261135972544,0.027870443983431005,0.09434727564702967,0.9986787697253007,0.02921998649400502,0.041697409974820916,0.08573580517345039,0.08765995948201506,479.3791675514534,1255.495753599584,1992.0700837511818,3496.849565675925,465.38786769142354,1016.526786090282,1816.0507905388013,3601.989420840694,-1.6461681177250191,1.6595623473115877,,1045.5338510497568,1724.9887162903,1326.3284241792346
../audio/common_voice_en_19402698.mp3,3.0509375,199.43379596432206,32.64431209747431,12.083996146530211,3.6412231850557433,2.794463127960855,0.0003105015451022634,0.6241653166878791,-2111.3377846230496,0.1640625,0.01641637655874126,8.238455140497098e-05,0.006150114162854975,0.006133907805228626,0.018450342488564926,0.08888811905863829,0.865282953319262,0.030967361689360172,0.043194013171947404,0.08232314684836266,0.09290208506808051,567.4853613934871,1212.9305276754592,2028.0461015538447,3576.554796938125,526.4925440168282,1145.5922696290158,1677.4286851906468,3554.9362535525447,-2.909975580804668,0.5358944165508007,,1009.4812365119055,1726.1124380972587,1377.1287518788174
../audio/common_voice_en_19974678.mp3,3.2962083333333334,189.00044828098459,22.400259260405164,17.301504029675755,0.846169387353788,1.5445990622340589,0.0011655488863372397,0.6164360622015805,-1154.9133918706175,0.1875,0.010254824771941933,5.4094815520572074e-05,0.004379576715892895,0.0038256444680614416,0.013138730147678685,0.08400387863127912,0.9411942338414527,0.025157719719210134,0.03524381442484535,0.07681303849196948,0.0754731591576304,466.5861016933732,1308.4915266620135,1957.8228954906958,2710.1777225671035,497.26529763951055,1177.6208086202637,1785.3618249679785,2683.245177303643,-4.152375705700066,-0.25099405736331043,,728.659959888044,1535.873277132849,1294.1811094108702
../audio/common_voice_en_19741538.mp3,3.125583333333333,113.66560798395011,31.11827010405367,9.792409979997164,1.1563103998371012,1.4451432152222266,5.128317208035449e-05,0.5894055508886729,-3826.066164547588,0.2109375,0.024558216618109405,0.00021687413895787712,0.009825635118535169,0.00950966566588932,0.029476905355605508,0.1524811563347885,1.424895513180689,0.04900572447143711,0.08623108974548835,0.14071901260216865,0.14701717341431134,418.24398674659136,1268.9398071131752,1839.091186936839,2904.872113455643,284.7913736985945,1044.7408835010929,1962.2511899339133,2989.283847732824,2.089875223586701,-0.2117222176030569,,901.4974913447431,1570.2668237166063,1149.3817426134701
