voiceID,duration,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,JitterPCA,ShimmerPCA,pF,fdisp,avgFormant,mff,fitch_vtl,delta_f,vtl_delta_f
../audio/common_voice_en_19721473.mp3,3.6589583333333335,197.90026381672536,36.01109473935635,12.566394872222943,0.0144587404656764,7.360629869052977e-05,0.0075539068514499,0.0077619528610422,0.0226617205543499,0.1090620868866543,1.053147967763945,0.0361651261680518,0.0466790175045188,0.0995814483111255,0.1084953785041555,509.0934252955819,1493.8265420381667,2126.930547484013,3061.3890528656584,469.6031785696363,1255.784878523451,2036.851712024017,2891.06376444012,-2.093686501016336,0.229652882011508,,807.1535286234945,1663.325883389306,1365.1043167011685,20.55030372946156,825.2062553652597,21.206819369363608
../audio/common_voice_en_19065733.mp3,4.512229166666667,205.21173891329184,38.502619374952125,11.249075130094742,0.019144587238015,9.34785904247632e-05,0.0080737476711239,0.0084308023574302,0.0242212430133719,0.1226558960035654,1.145812641617482,0.0497695700435055,0.0597559252112538,0.1116565411484583,0.1493087101305167,504.3727078950168,1503.906438722597,2171.456364503073,3316.5110349319334,458.1832425017985,1761.7745143516684,2335.293540823752,3191.5271655583583,-0.6869593397969689,-0.1185467859240104,,911.1146410188534,1936.694615808894,1566.1465099508923,17.98065346314901,946.6824916329542,18.4856064780641
../audio/common_voice_en_19974678.mp3,3.2962083333333334,189.00044828098456,22.400259260405164,17.301504029675755,0.0102548247719419,5.409481552057208e-05,0.0043795767158928,0.0038256444680614,0.0131387301476786,0.0840038786312791,0.9411942338414528,0.0251577197192101,0.0352438144248453,0.0768130384919694,0.0754731591576304,466.5861016933732,1308.4915266620137,1957.822895490696,2710.1777225671035,497.26529763951055,1177.6208086202637,1785.3618249679785,2683.245177303643,-4.251508468813156,-0.1706157790531862,,728.659959888044,1535.873277132849,1294.1811094108702,21.804655307189318,755.7060259396593,23.15715291305262
../audio/common_voice_en_19451222.mp3,6.1656875,234.1319492680661,21.26612756589558,13.544640215634992,0.0154917098743191,6.641067661439396e-05,0.0079414981347691,0.0083240932862737,0.0238244944043075,0.1198758401217344,1.1727335459403136,0.0495674920481662,0.0651422459011886,0.104376158000475,0.1487024761444988,494.61264849700393,1486.337350412623,2330.6374132061364,3427.461947165166,483.3845252919231,1212.4375856204406,2413.3989184217253,3444.739589236262,-0.9630925899955866,-0.4294214230732968,,987.1183546481128,1888.490154642588,1485.7112470936606,18.91520623861596,959.5444999741833,18.23782013285558
../audio/common_voice_en_20080907.mp3,2.410791666666667,128.54488814422135,15.573467061943994,13.774125359926096,0.0151489666567859,0.0001181600629024,0.0063561809069021,0.0069144843333104,0.0190685427207064,0.1402975720999356,1.3018144438610313,0.0588591643722703,0.0783674493104313,0.1293366510300357,0.1765774931168111,379.34327783993547,1168.638462882873,2108.2505918999286,2814.874791904987,353.09668803853066,1196.6543953346045,2020.0574182076664,2727.770043580041,-0.1493774528100349,-1.6642184345435624,,791.5577851805034,1574.3946362902109,1235.260242076169,22.70723625101833,788.9937445271657,22.18015050358547
../audio/common_voice_en_18890858.mp3,2.944208333333333,170.19228968103792,49.17063642612386,10.144028325317588,0.0209307009412864,0.0001221258624925,0.0110970158028538,0.0098511497507384,0.0332910474085614,0.1361889181582986,1.280955955568966,0.0630744781477203,0.0877994535449964,0.1703840330972084,0.189223434443161,505.6467929505848,1239.210439854532,2043.7484425160333,3029.794742371524,471.9058512011476,1154.38317661804,1986.1750160588304,3038.385301625148,1.5317272518155454,-0.4128224503574033,,855.4931501413334,1662.7123363757914,1346.5312227034854,20.866811910541145,836.5387517315585,20.91953297295147
../audio/common_voice_en_18547400.mp3,1.8347291666666667,135.64744885849183,10.393499946095046,11.73068724505856,0.0141789789890849,0.0001047440743827,0.0067164015429975,0.0090347648246435,0.0201492046289926,0.1325726865196068,1.3514778340643172,0.044296520966861,0.0783529119918618,0.1517948999496162,0.1328895629005831,502.25404641101903,1469.908625718136,2107.9388521681108,3124.881592470382,501.2266009392293,1495.784067289835,2020.771635029453,3080.031768652052,-0.4713986625904754,-1.1915133798338808,,859.6017225709408,1774.4535179776422,1469.7513302923269,19.135700650487703,872.6823656790564,20.05311518628293
../audio/common_voice_en_19602407.mp3,4.2455625,203.93949870954668,28.105718799220305,12.755006737808335,0.0104320503245683,5.106482946150311e-05,0.0049169687205637,0.0054587058383117,0.0147509061616911,0.0893207207445916,1.10724707081023,0.0307061729433685,0.0430045964508626,0.0876832004615039,0.0921185188301056,508.1857231809075,1709.761529078582,2333.695541878387,3501.318410534892,479.0039803135779,1655.2856604984636,2412.1376317846743,3753.445936758815,-3.415235252376909,-0.4475455727894276,,1091.4806521484122,2074.9683023388825,1636.858285294082,17.145284765140694,1042.373111382001,16.78861418134445
../audio/common_voice_en_20075944.mp3,1.0453958333333333,129.3733686703116,9.963967433726072,8.23313510892818,0.0225035282515709,0.0001732954400102,0.010874001407173,0.0126216148809602,0.0326220042215191,0.1638082263543342,1.459219238353022,0.0649732268708951,0.097730383511922,0.1416044916294312,0.1949196806126853,489.8092319839476,1363.4928181097318,2571.175640762477,3454.1180044240823,341.9956844233926,1326.384110151991,2446.361310323187,3358.220527596776,2.5766173820894043,-0.5077578046124831,,1005.4082810577944,1868.2404081238365,1389.4084537687174,20.374573698376473,953.8213871350652,18.34725058175061
../audio/common_voice_en_19723563.mp3,3.6801875,102.2151254214232,12.20199117407741,10.732787718808584,0.024678576895342,0.0002417427625137,0.0106268566190541,0.0128225541149205,0.0318805698571623,0.1619763832866949,1.4962883473638138,0.0540978235786085,0.0827491938167648,0.1567309299078094,0.1622934707358256,468.3389662307781,1252.980613017039,2013.6642240337403,3061.5635161168075,470.09944893820887,1149.3746232591338,2134.815390528839,3088.875834940186,2.454399385817853,0.0767739862396008,,872.9254620006591,1710.791324416592,1373.8933790853011,20.443596337668723,862.2483599033598,20.295776499895446
