voiceID,duration,meanF0Hz,stdevF0Hz,HNR,IQR,sd,sfm,Q25,sp.ent,mode,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,JitterPCA,ShimmerPCA,pF,fdisp,avgFormant,mff,fitch_vtl,delta_f,vtl_delta_f
../audio/common_voice_en_18534851.mp3,1.6534166666666668,222.0141075551061,51.31895780223406,16.829330144462162,2.5909459454608594,2.3572056057083164,0.0001443270791794,0.5611220170532105,-2756.4616249701603,0.2578125,0.0118803861481945,5.358642605961346e-05,0.0057248715523766,0.0060523149999477,0.0171746146571299,0.0982347624247791,0.8796162792597977,0.0295328203743712,0.0385658175634918,0.0822566424246963,0.0885984611231137,420.05342154442144,1010.373773405344,2475.50987254218,3696.0176834453446,279.80654683128614,864.572128900073,2733.839434692456,3663.251888228476,-3.327086129560985,0.0953700242005572,,1127.8151137990633,1885.367499663073,1247.5981503117273,23.589174081191967,1004.4162696331696,17.423055090885082
../audio/common_voice_en_19721473.mp3,3.6589583333333335,197.90026381672536,36.01109473935635,12.566394872222943,1.4569079767205428,1.5339107241707086,0.0001685364129178,0.6013285201466968,-1791.164835007654,0.2109375,0.0144587404656764,7.360629869052977e-05,0.0075539068514499,0.0077619528610422,0.0226617205543499,0.1090620868866543,1.053147967763945,0.0361651261680518,0.0466790175045188,0.0995814483111255,0.1084953785041555,509.0934252955819,1493.8265420381667,2126.930547484013,3061.3890528656584,469.6031785696363,1255.784878523451,2036.851712024017,2891.06376444012,-1.810683774651905,0.1567603411736782,,807.1535286234945,1663.325883389306,1365.1043167011685,20.55030372946156,825.2062553652597,21.206819369363608
../audio/common_voice_en_19065733.mp3,4.512229166666667,205.21173891329184,38.502619374952125,11.249075130094742,3.79502098415357,2.0178904670683986,9.997598900931946e-05,0.7557224844521793,-1614.028249357486,0.2109375,0.019144587238015,9.34785904247632e-05,0.0080737476711239,0.0084308023574302,0.0242212430133719,0.1226558960035654,1.145812641617482,0.0497695700435055,0.0597559252112538,0.1116565411484583,0.1493087101305167,504.3727078950168,1503.906438722597,2171.456364503073,3316.5110349319334,458.1832425017985,1761.7745143516684,2335.2935408237518,3191.5271655583583,-0.2828576345098078,-0.2415118902745295,,911.1146410188534,1936.694615808894,1566.1465099508923,17.98065346314901,946.6824916329542,18.4856064780641
../audio/common_voice_en_19703218.mp3,3.5309583333333334,224.5940403958861,33.97466245307553,15.75154922607538,1.6262454593418123,1.7666065305503416,0.0008159448911958,0.7862591170045381,-1287.487542821959,0.2578125,0.0097574059678787,4.3494616409529695e-05,0.0038893722197513,0.0043463524682165,0.0116681166592541,0.1003228608502443,1.0177056338328068,0.0407474357125981,0.0506081990230932,0.0775171221060599,0.1222423071377944,507.8587910880474,1748.8508767758324,2476.726234969734,3658.137524260088,472.4186496089764,1665.4596747629662,2618.2818675453163,3883.665380117544,-3.129439578379654,-1.2977437260309983,,1137.082243502856,2159.9563930087006,1681.8212647295247,16.69093408232707,1089.1872541058872,16.06702606372835
../audio/common_voice_en_19647089.mp3,2.5921458333333334,214.0707505813784,35.974474678261,10.61050429743332,3.511184341652035,2.139403511720326,0.0001385729129213,1.2877106685221242,-1704.5883664215066,0.2109375,0.0223445743594196,0.0001032927570041,0.0117937665817508,0.0096748063096727,0.0353812997452524,0.1062161172505161,1.0625111205923343,0.0456762287953129,0.0505383186830453,0.0739715808538616,0.1370286863859389,559.6871602067167,1720.476129885176,2372.9490562717924,3472.616575540339,533.899873712609,1715.7663310766368,2423.1478318733625,3270.0847780913414,-0.087710997995503,1.6860784646956353,,912.0616347929108,1985.7247036884876,1641.399211598629,17.118388822169432,968.7507493559219,18.064502155621504
../audio/common_voice_en_20021572.mp3,5.322875,193.96092892828787,53.20847885372161,11.244293859752352,3.189809476283786,3.324928072368801,0.000939380773368,0.6565614729032146,-1029.1593863527194,0.2109375,0.0218904233936535,0.0001122700856042,0.0107574063838019,0.0098435384450175,0.0322722191514057,0.108790981146197,1.0859123460318514,0.0384216511668864,0.0530195806902583,0.0881230612348748,0.1152649535006593,454.2152752570709,1160.2928830480462,2050.9789837895387,3003.2074632914614,460.7307108057119,1006.3143285976048,1873.8843908723347,3188.492169601231,-0.3766115731027461,1.506263474691918,,909.2538195985064,1632.3553999692208,1290.111485626155,21.908447881395638,837.3462104325909,20.89936012364483
../audio/common_voice_en_19612993.mp3,1.5895208333333333,205.18865540693247,37.51399572014679,16.536976691994063,1.41072531844636,1.7031968894509384,0.0010469955605146,0.7398504623638953,-2143.919698660854,0.1875,0.0194603501653519,9.542326721036508e-05,0.009290147994477,0.0098726113597254,0.027870443983431,0.0943472756470296,0.9986787697253008,0.029219986494005,0.0416974099748209,0.0857358051734503,0.087659959482015,479.3791675514534,1255.495753599584,1992.0700837511815,3496.849565675925,465.38786769142354,1016.526786090282,1816.0507905388013,3601.989420840694,-1.6461681177250191,1.6595623473115877,,1045.5338510497568,1724.9887162903,1326.3284241792346,21.429993603737227,900.2178124890746,19.43973975766269
../audio/common_voice_en_19402698.mp3,3.0509375,199.4337959643221,32.64431209747431,12.083996146530213,3.6412231850557433,2.794463127960855,0.0003105015451022,0.6241653166878791,-2111.3377846230496,0.1640625,0.0164163765587412,8.238455140497098e-05,0.0061501141628549,0.0061339078052286,0.0184503424885649,0.0888881190586382,0.865282953319262,0.0309673616893601,0.0431940131719474,0.0823231468483626,0.0929020850680805,567.4853613934871,1212.9305276754592,2028.046101553845,3576.554796938125,526.4925440168282,1145.5922696290158,1677.4286851906468,3554.9362535525447,-2.909975580804668,0.5358944165508007,,1009.4812365119056,1726.1124380972587,1377.1287518788174,20.71111986539517,886.5468227077363,19.739510144033467
../audio/common_voice_en_19974678.mp3,3.2962083333333334,189.00044828098456,22.400259260405164,17.301504029675755,0.846169387353788,1.5445990622340589,0.0011655488863372,0.6164360622015805,-1154.9133918706175,0.1875,0.0102548247719419,5.409481552057208e-05,0.0043795767158928,0.0038256444680614,0.0131387301476786,0.0840038786312791,0.9411942338414528,0.0251577197192101,0.0352438144248453,0.0768130384919694,0.0754731591576304,466.5861016933732,1308.4915266620137,1957.822895490696,2710.1777225671035,497.26529763951055,1177.6208086202637,1785.3618249679785,2683.245177303643,-4.152375705700066,-0.2509940573633104,,728.659959888044,1535.873277132849,1294.1811094108702,21.804655307189318,755.7060259396593,23.15715291305262
../audio/common_voice_en_19741538.mp3,3.125583333333333,113.66560798395012,31.11827010405367,9.792409979997164,1.1563103998371012,1.4451432152222266,5.128317208035449e-05,0.5894055508886729,-3826.066164547588,0.2109375,0.0245582166181094,0.0002168741389578,0.0098256351185351,0.0095096656658893,0.0294769053556055,0.1524811563347885,1.424895513180689,0.0490057244714371,0.0862310897454883,0.1407190126021686,0.1470171734143113,418.24398674659136,1268.9398071131752,1839.091186936839,2904.872113455643,284.7913736985945,1044.7408835010929,1962.251189933913,2989.283847732824,2.089875223586701,-0.2117222176030569,,901.4974913447433,1570.2668237166065,1149.38174261347,24.658942605785768,813.2204025714573,21.51938139360969
